Stacktrace,Expected Elements
"Caused by: java.lang.IllegalStateException: get operations not allowed on a legacy index
at org.elasticsearch.index.shard.IndexShard.get(IndexShard.java:1219)
at java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'get operations not allowed on a legacy index'),
    ('ClassElem', 'org.elasticsearch.index.shard.IndexShard'),
    ('MethodElem', 'get'),
    ('FileElem', 'IndexShard.java'),
    ('LineElem', '1219'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"Exception in thread ""main"" java.lang.ExceptionInInitializerError
at org.elasticsearch.cluster.metadata.DataStreamMetadata.lambda$static$2(DataStreamMetadata.java:71)
Caused by: java.lang.NullPointerException: Cannot invoke ""org.elasticsearch.logging.internal.spi.LoggerFactory.getLogger(java.lang.Class)"" because the return value of ""org.elasticsearch.logging.internal.spi.LoggerFactory.provider()"" is null
at org.elasticsearch.cluster.metadata.DataStreamAlias.<clinit>(DataStreamAlias.java:50)","[
    ('ExceptionType', 'java.lang.ExceptionInInitializerError'),
    ('ClassElem', 'org.elasticsearch.cluster.metadata.DataStreamMetadata'),
    ('MethodElem', 'lambda$static$2'),
    ('FileElem', 'DataStreamMetadata.java'),
    ('LineElem', '71'),
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ExceptionMessage', 'Cannot invoke ""org.elasticsearch.logging.internal.spi.LoggerFactory.getLogger(java.lang.Class)"" because the return value of ""org.elasticsearch.logging.internal.spi.LoggerFactory.provider()"" is null'),
    ('ClassElem', 'org.elasticsearch.cluster.metadata.DataStreamAlias'),
    ('MethodElem', '<clinit>'),
    ('FileElem', 'DataStreamAlias.java'),
    ('LineElem', '50')
]"
"at org.gradle.testkit.runner.internal.DefaultGradleRunner.run(DefaultGradleRunner.java:362)
at org.elasticsearch.gradle.internal.test.NormalizeOutputGradleRunner.build(NormalizeOutputGradleRunner.java:147)","[
    ('ClassElem', 'org.gradle.testkit.runner.internal.DefaultGradleRunner'),
    ('MethodElem', 'run'),
    ('FileElem', 'DefaultGradleRunner.java'),
    ('LineElem', '362'),
    ('ClassElem', 'org.elasticsearch.gradle.internal.test.NormalizeOutputGradleRunner'),
    ('MethodElem', 'build'),
    ('FileElem', 'NormalizeOutputGradleRunner.java'),
    ('LineElem', '147')
]"
"org.elasticsearch.common.io.stream.NotSerializableExceptionWrapper: unsupported_operation_exception: Query role:(value) does not implement createWeight
at org.apache.lucene.search.Query.createWeight(Query.java:84)
at java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'org.elasticsearch.common.io.stream.NotSerializableExceptionWrapper'),
    ('ExceptionMessage', 'unsupported_operation_exception: Query role:(value) does not implement createWeight'),
    ('ClassElem', 'org.apache.lucene.search.Query'),
    ('MethodElem', 'createWeight'),
    ('FileElem', 'Query.java'),
    ('LineElem', '84'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.IllegalArgumentException: Cannot convert 8.11.0. Incompatible version
at __randomizedtesting.SeedInfo.seed([5E38DEFC54AFD4C4:D0A0E4F42F189B50]:0)
at java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'Cannot convert 8.11.0. Incompatible version'),
    ('ClassElem', '__randomizedtesting.SeedInfo'),
    ('MethodElem', 'seed'),
    ('FileElem', '[5E38DEFC54AFD4C4:D0A0E4F42F189B50]'),
    ('LineElem', '0'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.IllegalStateException: Negative longs unsupported, use writeLong or writeZLong for negative numbers [-3]
at org.elasticsearch.common.io.stream.StreamOutput.writeVLong(StreamOutput.java:250) ~[elasticsearch-8.9.1.jar:?]
at java.lang.Thread.run(Thread.java:1623) ~[?:?]","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'Negative longs unsupported, use writeLong or writeZLong for negative numbers [-3]'),
    ('ClassElem', 'org.elasticsearch.common.io.stream.StreamOutput'),
    ('MethodElem', 'writeVLong'),
    ('FileElem', 'StreamOutput.java'),
    ('LineElem', '250'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.IllegalArgumentException: Cannot access source from scripts in synthetic mode
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext.lambda$lookup$2(SearchExecutionContext.java:400)
at java.base/java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'Cannot access source from scripts in synthetic mode'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext'),
    ('MethodElem', 'lambda$lookup$2'),
    ('FileElem', 'SearchExecutionContext.java'),
    ('LineElem', '400'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"Caused by: java.lang.UnsupportedOperationException
at org.apache.lucene.search.highlight.WeightedSpanTermExtractor$DelegatingLeafReader.getFieldInfos(WeightedSpanTermExtractor.java:463) ~[lucene-highlighter-9.6.0.jar:?]
at org.elasticsearch.search.fetch.subphase.highlight.HighlightPhase$1.process(HighlightPhase.java:69) ~[elasticsearch-8.8.2.jar:?]","[
    ('ExceptionType', 'java.lang.UnsupportedOperationException'),
    ('ClassElem', 'org.apache.lucene.search.highlight.WeightedSpanTermExtractor$DelegatingLeafReader'),
    ('MethodElem', 'getFieldInfos'),
    ('FileElem', 'WeightedSpanTermExtractor.java'),
    ('LineElem', '463'),
    ('ClassElem', 'org.elasticsearch.search.fetch.subphase.highlight.HighlightPhase$1'),
    ('MethodElem', 'process'),
    ('FileElem', 'HighlightPhase.java'),
    ('LineElem', '69')
]"
"Caused by: org.elasticsearch.search.fetch.FetchPhaseExecutionException: Fetch Failed [Error running fetch phase for doc [14]]
at org.elasticsearch.search.fetch.FetchPhaseDocsIterator.iterate(FetchPhaseDocsIterator.java:73)
Caused by: org.elasticsearch.common.io.stream.NotSerializableExceptionWrapper: index_out_of_bounds_exception: Index 7 out of bounds for length 7
at org.elasticsearch.search.fetch.FetchPhaseDocsIterator.iterate(FetchPhaseDocsIterator.java:70)","[
    ('ExceptionType', 'org.elasticsearch.search.fetch.FetchPhaseExecutionException'),
    ('ExceptionMessage', 'Fetch Failed [Error running fetch phase for doc [14]]'),
    ('ClassElem', 'org.elasticsearch.search.fetch.FetchPhaseDocsIterator'),
    ('MethodElem', 'iterate'),
    ('FileElem', 'FetchPhaseDocsIterator.java'),
    ('LineElem', '73'),
    ('ExceptionType', 'org.elasticsearch.common.io.stream.NotSerializableExceptionWrapper'),
    ('ExceptionMessage', 'index_out_of_bounds_exception: Index 7 out of bounds for length 7'),
    ('ClassElem', 'org.elasticsearch.search.fetch.FetchPhaseDocsIterator'),
    ('MethodElem', 'iterate'),
    ('FileElem', 'FetchPhaseDocsIterator.java'),
    ('LineElem', '70')
]"
"java.lang.reflect.InvocationTargetException
at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:118)
at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
Caused by: java.lang.AssertionError
at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)","[
    ('ExceptionType', 'java.lang.reflect.InvocationTargetException'),
    ('ClassElem', 'java.base/jdk.internal.reflect.DirectMethodHandleAccessor'),
    ('MethodElem', 'invoke'),
    ('FileElem', 'DirectMethodHandleAccessor.java'),
    ('LineElem', '118'),
    ('ClassElem', 'java.base/jdk.internal.reflect.DirectMethodHandleAccessor'),
    ('MethodElem', 'invoke'),
    ('FileElem', 'DirectMethodHandleAccessor.java'),
    ('LineElem', '103'),
    ('ExceptionType', 'java.lang.AssertionError'),
    ('ClassElem', 'java.base/jdk.internal.reflect.DirectMethodHandleAccessor'),
    ('MethodElem', 'invoke'),
    ('FileElem', 'DirectMethodHandleAccessor.java'),
    ('LineElem', '103')
]"
"java.lang.IllegalArgumentException: Java 21 (65) is not supported by the current version of Byte Buddy which officially supports Java 20 (64) - update Byte Buddy or set net.bytebuddy.experimental as a VM property
at net.bytebuddy.utility.OpenedClassReader.of(OpenedClassReader.java:96) ~[elastic-apm-agent-1.36.0.jar:1.36.0]
at co.elastic.apm.agent.bci.ElasticApmAgent.initInstrumentation(ElasticApmAgent.java:288) [elastic-apm-agent-1.36.0.jar:1.36.0]","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', 'Java 21 (65) is not supported by the current version of Byte Buddy which officially supports Java 20 (64) - update Byte Buddy or set net.bytebuddy.experimental as a VM property'),
    ('ClassElem', 'net.bytebuddy.utility.OpenedClassReader'),
    ('MethodElem', 'of'),
    ('FileElem', 'OpenedClassReader.java'),
    ('LineElem', '96'),
    ('ClassElem', 'co.elastic.apm.agent.bci.ElasticApmAgent'),
    ('MethodElem', 'initInstrumentation'),
    ('FileElem', 'ElasticApmAgent.java'),
    ('LineElem', '288')
]"
"org.elasticsearch.index.query.QueryShardException: failed to create query: [float] supports only finite values, but got [-Infinity]
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext.toQuery(SearchExecutionContext.java:454)
Caused by: java.lang.IllegalArgumentException: [float] supports only finite values, but got [-Infinity]
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext.toQuery(SearchExecutionContext.java:446)","[
    ('ExceptionType', 'org.elasticsearch.index.query.QueryShardException'),
    ('ExceptionMessage', 'failed to create query: [float] supports only finite values, but got [-Infinity]'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext'),
    ('MethodElem', 'toQuery'),
    ('FileElem', 'SearchExecutionContext.java'),
    ('LineElem', '454'),
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', '[float] supports only finite values, but got [-Infinity]'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext'),
    ('MethodElem', 'toQuery'),
    ('FileElem', 'SearchExecutionContext.java'),
    ('LineElem', '446')
]"
"java.lang.IllegalArgumentException: [float] supports only finite values, but got [-Infinity]
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.mapper.NumberFieldMapper$NumberType$2.validateParsed(NumberFieldMapper.java:580)
at java.base/java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', '[float] supports only finite values, but got [-Infinity]'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.mapper.NumberFieldMapper$NumberType$2'),
    ('MethodElem', 'validateParsed'),
    ('FileElem', 'NumberFieldMapper.java'),
    ('LineElem', '580'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"org.elasticsearch.index.query.QueryShardException: failed to create query: [float] supports only finite values, but got [-Infinity]
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext.toQuery(SearchExecutionContext.java:454)
Caused by: java.lang.IllegalArgumentException: [float] supports only finite values, but got [-Infinity]
at org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext.toQuery(SearchExecutionContext.java:446)","[
    ('ExceptionType', 'org.elasticsearch.index.query.QueryShardException'),
    ('ExceptionMessage', 'failed to create query: [float] supports only finite values, but got [-Infinity]'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext'),
    ('MethodElem', 'toQuery'),
    ('FileElem', 'SearchExecutionContext.java'),
    ('LineElem', '454'),
    ('ExceptionType', 'java.lang.IllegalArgumentException'),
    ('ExceptionMessage', '[float] supports only finite values, but got [-Infinity]'),
    ('ClassElem', 'org.elasticsearch.server@8.11.0-SNAPSHOT/org.elasticsearch.index.query.SearchExecutionContext'),
    ('MethodElem', 'toQuery'),
    ('FileElem', 'SearchExecutionContext.java'),
    ('LineElem', '446')
]"
"org.elasticsearch.ElasticsearchSecurityException: Failed to exchange code for Id Token using the Token Endpoint.
at org.elasticsearch.xpack.security.authc.oidc.OpenIdConnectAuthenticator$2.failed(OpenIdConnectAuthenticator.java:586) [x-pack-security-7.17.6.jar:7.17.6]
Caused by: java.lang.IllegalStateException: I/O session is already upgraded to TLS/SSL
at org.apache.http.impl.nio.DefaultNHttpClientConnection.produceOutput(DefaultNHttpClientConnection.java:287) ~[?:?]","[
    ('ExceptionType', 'org.elasticsearch.ElasticsearchSecurityException'),
    ('ExceptionMessage', 'Failed to exchange code for Id Token using the Token Endpoint.'),
    ('ClassElem', 'org.elasticsearch.xpack.security.authc.oidc.OpenIdConnectAuthenticator$2'),
    ('MethodElem', 'failed'),
    ('FileElem', 'OpenIdConnectAuthenticator.java'),
    ('LineElem', '586'),
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'I/O session is already upgraded to TLS/SSL'),
    ('ClassElem', 'org.apache.http.impl.nio.DefaultNHttpClientConnection'),
    ('MethodElem', 'produceOutput'),
    ('FileElem', 'DefaultNHttpClientConnection.java'),
    ('LineElem', '287')
]"
"Caused by: java.lang.IllegalStateException: TLS already activated
at org.apache.hc.core5.reactor.InternalDataChannel.startTls(InternalDataChannel.java:252)
Caused by: java.lang.IllegalStateException: TLS already activated
at org.apache.hc.core5.reactor.IOReactorWorker.run(IOReactorWorker.java:44)","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'TLS already activated'),
    ('ClassElem', 'org.apache.hc.core5.reactor.InternalDataChannel'),
    ('MethodElem', 'startTls'),
    ('FileElem', 'InternalDataChannel.java'),
    ('LineElem', '252'),
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'TLS already activated'),
    ('ClassElem', 'org.apache.hc.core5.reactor.IOReactorWorker'),
    ('MethodElem', 'run'),
    ('FileElem', 'IOReactorWorker.java'),
    ('LineElem', '44')
]"
"org.elasticsearch.ResourceNotFoundException: [3] remote clusters out of [4] were skipped when performing datafeed search
at org.elasticsearch.xpack.core.ml.datafeed.extractor.DataExtractor.checkForSkippedClusters(DataExtractor.java:61) ~[?:?]
at java.lang.Thread.run(Thread.java:1623) ~[?:?]","[
    ('ExceptionType', 'org.elasticsearch.ResourceNotFoundException'),
    ('ExceptionMessage', '[3] remote clusters out of [4] were skipped when performing datafeed search'),
    ('ClassElem', 'org.elasticsearch.xpack.core.ml.datafeed.extractor.DataExtractor'),
    ('MethodElem', 'checkForSkippedClusters'),
    ('FileElem', 'DataExtractor.java'),
    ('LineElem', '61'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"org.elasticsearch.common.breaker.CircuitBreakingException: [parent] Data too large, data for [indices:admin/data_stream/modify] would be [4071282682/3.7gb], which is larger than the limit of [3900912435/3.6gb], real usage: [4071282016/3.7gb], new bytes reserved: [666/666b], usages [model_inference=0/0b, eql_sequence=0/0b, fielddata=0/0b, request=0/0b, inflight_requests=1260/1.2kb]
at org.elasticsearch.indices.breaker.HierarchyCircuitBreakerService.checkParentLimit(HierarchyCircuitBreakerService.java:414)
at java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'org.elasticsearch.common.breaker.CircuitBreakingException'),
    ('ExceptionMessage', '[parent] Data too large, data for [indices:admin/data_stream/modify] would be [4071282682/3.7gb], which is larger than the limit of [3900912435/3.6gb], real usage: [4071282016/3.7gb], new bytes reserved: [666/666b], usages [model_inference=0/0b, eql_sequence=0/0b, fielddata=0/0b, request=0/0b, inflight_requests=1260/1.2kb]'),
    ('ClassElem', 'org.elasticsearch.indices.breaker.HierarchyCircuitBreakerService'),
    ('MethodElem', 'checkParentLimit'),
    ('FileElem', 'HierarchyCircuitBreakerService.java'),
    ('LineElem', '414'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"Caused by: java.lang.ArrayIndexOutOfBoundsException: Index 0 out of bounds for length 0
at org.elasticsearch.server@8.9.2/org.elasticsearch.search.aggregations.bucket.range.RangeAggregator.hasOverlap(RangeAggregator.java:883)
at org.elasticsearch.server@8.9.2/org.elasticsearch.search.aggregations.AdaptingAggregator.<init>(AdaptingAggregator.java:41)","[
    ('ExceptionType', 'java.lang.ArrayIndexOutOfBoundsException'),
    ('ExceptionMessage', 'Index 0 out of bounds for length 0'),
    ('ClassElem', 'org.elasticsearch.server@8.9.2/org.elasticsearch.search.aggregations.bucket.range.RangeAggregator'),
    ('MethodElem', 'hasOverlap'),
    ('FileElem', 'RangeAggregator.java'),
    ('LineElem', '883'),
    ('ClassElem', 'org.elasticsearch.server@8.9.2/org.elasticsearch.search.aggregations.AdaptingAggregator'),
    ('MethodElem', '<init>'),
    ('FileElem', 'AdaptingAggregator.java'),
    ('LineElem', '41')
]"
"org.elasticsearch.ElasticsearchException$1: Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null
at org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.ElasticsearchException.guessRootCauses(ElasticsearchException.java:671)
at org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:983)
Caused by: java.lang.NullPointerException: Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null
at org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable.doRun(ThreadContext.java:983)","[
    ('ExceptionType', 'org.elasticsearch.ElasticsearchException$1'),
    ('ExceptionMessage', 'Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null'),
    ('ClassElem', 'org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.ElasticsearchException'),
    ('MethodElem', 'guessRootCauses'),
    ('FileElem', 'ElasticsearchException.java'),
    ('LineElem', '671'),
    ('ClassElem', 'org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable'),
    ('MethodElem', 'doRun'),
    ('FileElem', 'ThreadContext.java'),
    ('LineElem', '983'),
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ExceptionMessage', 'Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null'),
    ('ClassElem', 'org.elasticsearch.server@8.12.0-SNAPSHOT/org.elasticsearch.common.util.concurrent.ThreadContext$ContextPreservingAbstractRunnable'),
    ('MethodElem', 'doRun'),
    ('FileElem', 'ThreadContext.java'),
    ('LineElem', '983')
]"
"java.lang.NullPointerException: Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null
at org.apache.lucene.core@9.8.0/org.apache.lucene.util.BytesRef.<init>(BytesRef.java:80)
at java.base/java.lang.Thread.run(Thread.java:1623)","[
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ExceptionMessage', 'Cannot invoke ""java.lang.CharSequence.length()"" because ""text"" is null'),
    ('ClassElem', 'org.apache.lucene.core@9.8.0/org.apache.lucene.util.BytesRef'),
    ('MethodElem', '<init>'),
    ('FileElem', 'BytesRef.java'),
    ('LineElem', '80'),
    ('ClassElem', 'java.base/java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1623')
]"
"java.lang.IllegalStateException: Channel is already closed
at org.elasticsearch.rest.RestController$ResourceHandlingHttpChannel.close(RestController.java:772) ~[elasticsearch-8.6.1.jar:?]
at java.lang.Thread.run(Thread.java:1589) ~[?:?]
Suppressed: org.elasticsearch.action.UnavailableShardsException: at least one primary shard for the index [.security-profile-8] is unavailable
at org.elasticsearch.xpack.security.support.SecurityIndexManager.getUnavailableReason(SecurityIndexManager.java:138) ~[?:?]
at java.lang.Thread.run(Thread.java:1589) ~[?:?]","[
    ('ExceptionType', 'java.lang.IllegalStateException'),
    ('ExceptionMessage', 'Channel is already closed'),
    ('ClassElem', 'org.elasticsearch.rest.RestController$ResourceHandlingHttpChannel'),
    ('MethodElem', 'close'),
    ('FileElem', 'RestController.java'),
    ('LineElem', '772'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1589'),
    ('ExceptionType', 'org.elasticsearch.action.UnavailableShardsException'),
    ('ExceptionMessage', 'at least one primary shard for the index [.security-profile-8] is unavailable'),
    ('ClassElem', 'org.elasticsearch.xpack.security.support.SecurityIndexManager'),
    ('MethodElem', 'getUnavailableReason'),
    ('FileElem', 'SecurityIndexManager.java'),
    ('LineElem', '138'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1589')
]"
"java.util.ConcurrentModificationException: null
at java.util.ArrayList$Itr.checkForComodification(ArrayList.java:1013) ~[?:?]
at io.netty.util.concurrent.DefaultPromise.trySuccess(DefaultPromise.java:104) ~[?:?]
at io.netty.util.concurrent.DefaultPromise.trySuccess(DefaultPromise.java:104) ~[?:?","[
    ('ExceptionType', 'java.util.ConcurrentModificationException'),
    ('ClassElem', 'java.util.ArrayList$Itr'),
    ('MethodElem', 'checkForComodification'),
    ('FileElem', 'ArrayList.java'),
    ('LineElem', '1013'),
    ('ClassElem', 'io.netty.util.concurrent.DefaultPromise'),
    ('MethodElem', 'trySuccess'),
    ('FileElem', 'DefaultPromise.java'),
    ('LineElem', '104'),
    ('ClassElem', 'io.netty.util.concurrent.DefaultPromise'),
    ('MethodElem', 'trySuccess'),
    ('FileElem', 'DefaultPromise.java'),
    ('LineElem', '104')
]"
"org.elasticsearch.painless.PainlessExplainError: null
at org.elasticsearch.painless.api.Debug.explain(Debug.java:23) ~[?:?]
at java.lang.Thread.run(Thread.java:1583) ~[?:?]","[
    ('ExceptionType', 'org.elasticsearch.painless.PainlessExplainError'),
    ('ClassElem', 'org.elasticsearch.painless.api.Debug'),
    ('MethodElem', 'explain'),
    ('FileElem', 'Debug.java'),
    ('LineElem', '23'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"{""error"":{""root_cause"":[{""type"":""named_object_not_found_exception"",""reason"":""[5:5] unknown field [learning_to_rank]""}],""type"":""x_content_parse_exception"",""reason"":""[5:5] [trained_model_config] failed to parse field [inference_config]"",""caused_by"":{""type"":""x_content_parse_exception"",""reason"":""[5:5] [inference_config] failed to parse field [learning_to_rank]"",""caused_by"":{""type"":""named_object_not_found_exception"",""reason"":""[5:5] unknown field [learning_to_rank]""}}},""status"":400}
at __randomizedtesting.SeedInfo.seed([19FEA41452AE7C18:8C6E0E4FB936F2AE]:0)
at java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'named_object_not_found_exception'),
    ('ExceptionMessage', '[5:5] unknown field [learning_to_rank]'),
    ('ClassElem', '__randomizedtesting.SeedInfo'),
    ('MethodElem', 'seed'),
    ('FileElem', '[25C2A98F7336871A:3D8A9AB5FEF50407]'),
    ('LineElem', '0'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"java.util.concurrent.TimeoutException: null
at java.util.concurrent.FutureTask.get(FutureTask.java:204) ~[?:?]
at java.lang.Thread.run(Thread.java:1583) ~[?:?]","[
    ('ExceptionType', 'java.util.concurrent.TimeoutException'),
    ('ClassElem', 'java.util.concurrent.FutureTask'),
    ('MethodElem', 'get'),
    ('FileElem', 'FutureTask.java'),
    ('LineElem', '204'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"Caused by: java.lang.NullPointerException: Cannot invoke ""org.elasticsearch.xpack.esql.planner.Layout$ChannelAndType.channel()"" because ""input"" is null
at org.elasticsearch.xpack.esql.planner.LocalExecutionPlanner.planProject(LocalExecutionPlanner.java:536)
at java.lang.Thread.run(Thread.java:1583)","[
    ('ExceptionType', 'java.lang.NullPointerException'),
    ('ExceptionMessage', 'Cannot invoke ""org.elasticsearch.xpack.esql.planner.Layout$ChannelAndType.channel()"" because ""input"" is null'),
    ('ClassElem', 'org.elasticsearch.xpack.esql.planner.LocalExecutionPlanner'),
    ('MethodElem', 'planProject'),
    ('FileElem', 'LocalExecutionPlanner.java'),
    ('LineElem', '536'),
    ('ClassElem', 'java.lang.Thread'),
    ('MethodElem', 'run'),
    ('FileElem', 'Thread.java'),
    ('LineElem', '1583')
]"
"java.util.concurrent.ExecutionException: java.io.EOFException: read past EOF: MMapIndexInput(path=""/data/nodes/0/indices/PFK_L3OGRBicJkxAcdDw1g/114/index/_x8jv.cfs"") [slice=_x8jv_Lucene80_0.dvd] [slice=docs]
at org.elasticsearch.common.cache.Cache.computeIfAbsent(Cache.java:436) ~[elasticsearch-7.10.2.jar:7.10.2]
Caused by: java.io.EOFException: read past EOF: MMapIndexInput(path=""/data/nodes/0/indices/PFK_L3OGRBicJkxAcdDw1g/114/index/_x8jv.cfs"") [slice=_x8jv_Lucene80_0.dvd] [slice=docs]
at org.elasticsearch.common.cache.Cache.computeIfAbsent(Cache.java:433) ~[elasticsearch-7.10.2.jar:7.10.2]","[
    ('ExceptionType', 'java.util.concurrent.ExecutionException'),
    ('ExceptionMessage', 'java.io.EOFException: read past EOF: MMapIndexInput(path=""/data/nodes/0/indices/PFK_L3OGRBicJkxAcdDw1g/114/index/_x8jv.cfs"") [slice=_x8jv_Lucene80_0.dvd] [slice=docs]'),
    ('ClassElem', 'org.elasticsearch.common.cache.Cache'),
    ('MethodElem', 'computeIfAbsent'),
    ('FileElem', 'Cache.java'),
    ('LineElem', '436'),
    ('ExceptionType', 'java.io.EOFException'),
    ('ExceptionMessage', 'read past EOF: MMapIndexInput(path=""/data/nodes/0/indices/PFK_L3OGRBicJkxAcdDw1g/114/index/_x8jv.cfs"") [slice=_x8jv_Lucene80_0.dvd] [slice=docs]'),
    ('ClassElem', 'org.elasticsearch.common.cache.Cache'),
    ('MethodElem', 'computeIfAbsent'),
    ('FileElem', 'Cache.java'),
    ('LineElem', '433')
]"
